Id 	Name 	Group 	Rows 	Cols 	Nonzeros 	Kind 	Date 	Download File
1197 	rajat13 	Rajat 	7,598 	7,598 	48,762 	Circuit Simulation Problem 	2004 	
2339 	ww_vref_6405 	Rommes 	13,251 	13,251 	48,737 	Eigenvalue/Model Reduction Problem 	2010 	
2342 	mimo28x28_system 	Rommes 	13,251 	13,251 	48,737 	Eigenvalue/Model Reduction Problem 	2010 	
2343 	mimo46x46_system 	Rommes 	13,250 	13,250 	48,735 	Eigenvalue/Model Reduction Problem 	2010 	
2340 	xingo_afonso_itaipu 	Rommes 	13,250 	13,250 	48,735 	Eigenvalue/Model Reduction Problem 	2010 	
2405 	PGPgiantcompo 	Arenas 	10,680 	10,680 	48,632 	Undirected Multigraph 	2004 	
372 	circuit_3 	Bomhof 	12,127 	12,127 	48,137 	Circuit Simulation Problem 	2000 	
1620 	mhd1280a 	Bai 	1,280 	1,280 	47,906 	Electromagnetics Problem 	1994 	
421 	ex24 	FIDAP 	2,283 	2,283 	47,901 	Computational Fluid Dynamics Problem 	1994 	
1764 	rosen2 	Meszaros 	1,032 	3,080 	47,536 	Linear Programming Problem 	2004 	
2065 	mk11-b4b 	JGD_Homology 	9,450 	17,325 	47,250 	Combinatorial Problem 	2008 	
2165 	kneser_8_3_1 	JGD_Margulies 	15,737 	15,681 	47,042 	Combinatorial Problem 	2008 	
1739 	nl 	Meszaros 	7,039 	15,325 	47,035 	Linear Programming Problem 	2004 	
1190 	rajat06 	Rajat 	10,922 	10,922 	46,983 	Circuit Simulation Problem 	2004 	
1702 	crew1 	Meszaros 	135 	6,469 	46,950 	Linear Programming Problem 	2004 	
2323 	Oregon-1 	SNAP 	11,492 	11,492 	46,818 	Undirected Graph Sequence 	2001 	
349 	bcsstm39 	Boeing 	46,772 	46,772 	46,772 	Structural Problem 	1995 	
438 	ex7 	FIDAP 	1,633 	1,633 	46,626 	Computational Fluid Dynamics Problem 	1994 	
155 	gemat1 	HB 	4,929 	10,595 	46,591 	Power Network Problem 	1984 	
1957 	Franz4 	JGD_Franz 	6,784 	5,252 	46,528 	Combinatorial Problem 	2008 	
1698 	complex 	Meszaros 	1,023 	1,408 	46,463 	Linear Programming Problem 	2004 	
1971 	IG5-12 	JGD_G5 	2,296 	2,875 	46,260 	Combinatorial Problem 	2008 	
865 	barth 	Pothen 	6,691 	6,691 	46,187 	Structural Problem 	2003 	
1891 	eurqsa 	Marini 	7,245 	7,245 	46,142 	Economic Problem 	2008 	
1725 	model4 	Meszaros 	1,337 	4,962 	45,753 	Linear Programming Problem 	2004 	
1959 	Franz6 	JGD_Franz 	7,576 	3,016 	45,456 	Combinatorial Problem 	2008 	
2256 	TS 	MathWorks 	2,142 	2,142 	45,262 	Counter Example Problem 	2009 	
45 	bcsstk23 	HB 	3,134 	3,134 	45,178 	Structural Problem 	1984 	
2103 	n3c6-b6 	JGD_Homology 	6,435 	5,005 	45,045 	Combinatorial Problem 	2008 	
1427 	qpband 	GHS_indef 	20,000 	20,000 	45,000 	Optimization Problem 	1999 	
359 	msc01440 	Boeing 	1,440 	1,440 	44,998 	Structural Problem 	1995 	
2348 	nopss_11k 	Rommes 	11,685 	11,685 	44,941 	Eigenvalue/Model Reduction Problem 	2010 	
2697 	kineticBatchReactor_2 	VDOL 	4,361 	4,361 	44,840 	Optimal Control Problem 	2015 	
1713 	ge 	Meszaros 	10,099 	16,369 	44,825 	Linear Programming Problem 	2004 	
2352 	bips98_1450 	Rommes 	11,305 	11,305 	44,678 	Eigenvalue/Model Reduction Problem 	2010 	
80 	beause 	HB 	497 	507 	44,551 	Economic Problem 	1982 	
1797 	deter3 	Meszaros 	7,647 	21,777 	44,547 	Linear Programming Problem 	2004 	
2105 	n3c6-b8 	JGD_Homology 	4,935 	6,435 	44,415 	Combinatorial Problem 	2008 	
2766 	mycielskian10 	Mycielski 	767 	767 	44,392 	Undirected Graph 	2018 	
654 	lp_pilot 	LPnetlib 	1,441 	4,860 	44,375 	Linear Programming Problem 	1989 	
918 	fd15 	Hohn 	11,532 	11,532 	44,206 	Materials Problem 	2003 	
1958 	Franz5 	JGD_Franz 	7,382 	2,882 	44,056 	Combinatorial Problem 	2008 	
2688 	freeFlyingRobot_16 	VDOL 	6,078 	6,078 	44,006 	Optimal Control Problem 	2015 	
2685 	freeFlyingRobot_13 	VDOL 	5,718 	5,718 	43,994 	Optimal Control Problem 	2015 	
2158 	flower_5_4 	JGD_Margulies 	5,226 	14,721 	43,942 	Combinatorial Problem 	2008 	
2554 	N_reactome 	Schulthess 	10,204 	16,559 	43,816 	Biochemical Network 	2012 	
1548 	c-29 	Schenk_IBMNA 	5,033 	5,033 	43,731 	Optimization Problem 	2006 	
2687 	freeFlyingRobot_15 	VDOL 	6,038 	6,038 	43,378 	Optimal Control Problem 	2015 	
2686 	freeFlyingRobot_14 	VDOL 	5,958 	5,958 	43,298 	Optimal Control Problem 	2015 	
1185 	rajat01 	Rajat 	6,833 	6,833 	43,250 	Circuit Simulation Problem 	2004 	
420 	ex23 	FIDAP 	1,409 	1,409 	42,760 	Computational Fluid Dynamics Problem 	1994 	
923 	Alemdar 	Alemdar 	6,245 	6,245 	42,581 	2D/3D Problem 	2003 	
547 	g7jac020 	Hollinger 	5,850 	5,850 	42,568 	Economic Problem 	2001 	
548 	g7jac020sc 	Hollinger 	5,850 	5,850 	42,568 	Economic Problem 	2001 	
1404 	Kaufhold 	MathWorks 	8,765 	8,765 	42,471 	Counter Example Problem 	2006 	
825 	utm3060 	TOKAMAK 	3,060 	3,060 	42,211 	Electromagnetics Problem 	1996 	
2684 	freeFlyingRobot_12 	VDOL 	5,578 	5,578 	41,940 	Optimal Control Problem 	2015 	
2211 	Trefethen_2000 	JGD_Trefethen 	2,000 	2,000 	41,906 	Combinatorial Problem 	2008 	
312 	dw4096 	Bai 	8,192 	8,192 	41,746 	Electromagnetics Problem 	1993 	
1615 	dw8192 	Bai 	8,192 	8,192 	41,746 	Electromagnetics Problem 	1993 	
1508 	Lederberg 	Pajek 	8,843 	8,843 	41,601 	Directed Multigraph 	2002 	
910 	cage9 	vanHeukelum 	3,534 	3,534 	41,594 	Directed Weighted Graph 	2003 	
2067 	mk12-b2 	JGD_Homology 	13,860 	1,485 	41,580 	Combinatorial Problem 	2008 	
211 	mbeause 	HB 	496 	496 	41,063 	Economic Problem 	1982 	
2351 	bips98_1142 	Rommes 	9,735 	9,735 	40,983 	Eigenvalue/Model Reduction Problem 	2010 	
866 	barth4 	Pothen 	6,019 	6,019 	40,965 	Structural Problem 	2003 	
1960 	Franz7 	JGD_Franz 	10,164 	1,740 	40,424 	Combinatorial Problem 	2008 	
2682 	freeFlyingRobot_10 	VDOL 	5,218 	5,218 	40,080 	Optimal Control Problem 	2015 	
2683 	freeFlyingRobot_11 	VDOL 	5,438 	5,438 	40,054 	Optimal Control Problem 	2015 	
2081 	n2c6-b6 	JGD_Homology 	5,715 	4,945 	40,005 	Combinatorial Problem 	2008 	
532 	G67 	Gset 	10,000 	10,000 	40,000 	Undirected Weighted Random Graph 	1996 	
2308 	p2p-Gnutella04 	SNAP 	10,879 	10,879 	39,994 	Directed Graph 	2002 	
490 	G29 	Gset 	2,000 	2,000 	39,980 	Undirected Weighted Random Graph 	1996 	
488 	G27 	Gset 	2,000 	2,000 	39,980 	Undirected Weighted Random Graph 	1996 	
484 	G23 	Gset 	2,000 	2,000 	39,980 	Undirected Random Graph 	1996 	
489 	G28 	Gset 	2,000 	2,000 	39,980 	Undirected Weighted Random Graph 	1996 	
485 	G24 	Gset 	2,000 	2,000 	39,980 	Undirected Random Graph 	1996 	
486 	G25 	Gset 	2,000 	2,000 	39,980 	Undirected Random Graph 	1996 	
483 	G22 	Gset 	2,000 	2,000 	39,980 	Undirected Random Graph 	1996 	
493 	G31 	Gset 	2,000 	2,000 	39,980 	Undirected Weighted Random Graph 	1996 	
492 	G30 	Gset 	2,000 	2,000 	39,980 	Undirected Weighted Random Graph 	1996 	
487 	G26 	Gset 	2,000 	2,000 	39,980 	Undirected Random Graph 	1996 	
2681 	freeFlyingRobot_9 	VDOL 	4,778 	4,778 	39,964 	Optimal Control Problem 	2015 	
2733 	spaceShuttleEntry_4 	VDOL 	2,450 	2,450 	39,669 	Optimal Control Problem 	2015 	
2152 	cat_ears_3_4 	JGD_Margulies 	5,226 	13,271 	39,592 	Combinatorial Problem 	2008 	
363 	nasa1824 	Boeing 	1,824 	1,824 	39,208 	Duplicate Structural Problem 	1995 	
757 	nasa1824 	Nasa 	1,824 	1,824 	39,208 	Structural Problem 	1995 	
1769 	seymourl 	Meszaros 	4,944 	6,316 	38,493 	Linear Programming Problem 	2004 	
534 	G8 	Gset 	800 	800 	38,352 	Undirected Weighted Random Graph 	1996 	
535 	G9 	Gset 	800 	800 	38,352 	Undirected Weighted Random Graph 	1996 	
469 	G1 	Gset 	800 	800 	38,352 	Undirected Random Graph 	1996 	
524 	G6 	Gset 	800 	800 	38,352 	Undirected Weighted Random Graph 	1996 	
533 	G7 	Gset 	800 	800 	38,352 	Undirected Weighted Random Graph 	1996 	
491 	G3 	Gset 	800 	800 	38,352 	Undirected Random Graph 	1996 	
502 	G4 	Gset 	800 	800 	38,352 	Undirected Random Graph 	1996 	
513 	G5 	Gset 	800 	800 	38,352 	Undirected Random Graph 	1996 	
480 	G2 	Gset 	800 	800 	38,352 	Undirected Random Graph 	1996 	
470 	G10 	Gset 	800 	800 	38,352 	Undirected Weighted Random Graph 	1996 	
797 	lp_nug12 	Qaplib 	3,192 	8,856 	38,304 	Linear Programming Problem 	1995 	
660 	lp_qap12 	LPnetlib 	3,192 	8,856 	38,304 	Linear Programming Problem 		
2672 	dynamicSoaringProblem_8 	VDOL 	3,543 	3,543 	38,136 	Optimal Control Problem 	2015 	
2005 	rkat7_mat5 	JGD_Groebner 	694 	738 	38,114 	Combinatorial Problem 	2008 	
2729 	reorientation_8 	VDOL 	3,108 	3,108 	37,894 	Optimal Control Problem 	2015 	
2278 	poli3 	Grund 	16,955 	16,955 	37,849 	Economic Problem 	2010 	
616 	lp_d6cube 	LPnetlib 	415 	6,184 	37,704 	Linear Programming Problem 	1993 	
2671 	dynamicSoaringProblem_7 	VDOL 	3,511 	3,511 	37,680 	Optimal Control Problem 	2015 	
424 	ex27 	FIDAP 	974 	974 	37,652 	Computational Fluid Dynamics Problem 	1994 	
1985 	GL7d12 	JGD_GL7d 	8,899 	1,019 	37,519 	Combinatorial Problem 	2008 	
702 	lp_woodw 	LPnetlib 	1,098 	8,418 	37,487 	Linear Programming Problem 		
1206 	t2dal_a 	Oberwolfach 	4,257 	4,257 	37,465 	Duplicate Model Reduction Problem 	2004 	
1449 	t2dal 	Oberwolfach 	4,257 	4,257 	37,465 	Model Reduction Problem 	2004 	
1448 	t2dal_bci 	Oberwolfach 	4,257 	4,257 	37,465 	Model Reduction Problem 	2004 	
2727 	reorientation_6 	VDOL 	3,006 	3,006 	37,342 	Optimal Control Problem 	2015 	
2728 	reorientation_7 	VDOL 	3,057 	3,057 	37,150 	Optimal Control Problem 	2015 	
1801 	deter7 	Meszaros 	6,375 	18,153 	37,131 	Linear Programming Problem 	2004 	
2252 	162bit 	Priebel 	3,606 	3,597 	37,118 	Combinatorial Problem 	2009 	
1918 	photogrammetry2 	Luong 	4,472 	936 	37,056 	Computer Graphics/Vision Problem 	2008 	
1866 	Chebyshev3 	Muite 	4,101 	4,101 	36,879 	Structural Problem 	2007 	
735 	lhr02 	Mallya 	2,954 	2,954 	36,875 	Chemical Process Simulation Problem 	1994 	
1841 	wb-cs-stanford 	Gleich 	9,914 	9,914 	36,854 	Directed Graph 	2001 	
2669 	dynamicSoaringProblem_5 	VDOL 	3,271 	3,271 	36,789 	Optimal Control Problem 	2015 	
2670 	dynamicSoaringProblem_6 	VDOL 	3,431 	3,431 	36,741 	Optimal Control Problem 	2015 	
2668 	dynamicSoaringProblem_4 	VDOL 	3,191 	3,191 	36,516 	Optimal Control Problem 	2015 	
531 	G66 	Gset 	9,000 	9,000 	36,000 	Undirected Weighted Random Graph 	1996 	
1827 	scagr7-2b 	Meszaros 	9,743 	13,847 	35,885 	Linear Programming Problem Sequence 	2004 	
370 	circuit_1 	Bomhof 	2,624 	2,624 	35,823 	Circuit Simulation Problem 	2000 	
1796 	deter2 	Meszaros 	6,095 	17,313 	35,731 	Linear Programming Problem 	2004 	
2145 	Trec11 	JGD_Kocay 	235 	1,138 	35,705 	Combinatorial Problem 	2008 	
1543 	c-24 	Schenk_IBMNA 	4,119 	4,119 	35,699 	Optimization Problem 	2006 	
619 	lp_dfl001 	LPnetlib 	6,071 	12,230 	35,632 	Linear Programming Problem 	1990 	
2791 	soc-sign-bitcoin-otc 	SNAP 	5,881 	5,881 	35,592 	Directed Weighted Temporal Graph 	2016 	
2726 	reorientation_5 	VDOL 	2,904 	2,904 	35,590 	Optimal Control Problem 	2015 	
2031 	ch7-8-b2 	JGD_Homology 	11,760 	1,176 	35,280 	Combinatorial Problem 	2008 	
1444 	rail_5177 	Oberwolfach 	5,177 	5,177 	35,185 	Model Reduction Problem 	2002 	
2680 	freeFlyingRobot_8 	VDOL 	4,398 	4,398 	34,958 	Optimal Control Problem 	2015 	
2891 	YaleB_10NN 	ML_Graph 	2,414 	2,414 	34,808 	Undirected Weighted Graph 	2020 	
2350 	bips98_606 	Rommes 	7,135 	7,135 	34,738 	Eigenvalue/Model Reduction Problem 	2010 	
1545 	c-26 	Schenk_IBMNA 	4,307 	4,307 	34,537 	Optimization Problem 	2006 	
357 	msc00726 	Boeing 	726 	726 	34,518 	Structural Problem 	1995 	
2133 	shar_te2-b1 	JGD_Homology 	17,160 	286 	34,320 	Combinatorial Problem 	2008 	
525 	G60 	Gset 	7,000 	7,000 	34,296 	Duplicate Undirected Random Graph 	1996 	
526 	G61 	Gset 	7,000 	7,000 	34,296 	Undirected Weighted Random Graph 	1996 	
34 	bcsstk12 	HB 	1,473 	1,473 	34,241 	Duplicate Structural Problem 	1982 	
33 	bcsstk11 	HB 	1,473 	1,473 	34,241 	Structural Problem 	1982 	
568 	jan99jac020 	Hollinger 	6,774 	6,774 	33,744 	Economic Problem 	2001 	
569 	jan99jac020sc 	Hollinger 	6,774 	6,774 	33,744 	Economic Problem 	2001 	
2725 	reorientation_4 	VDOL 	2,717 	2,717 	33,630 	Optimal Control Problem 	2015 	
2114 	n4c5-b6 	JGD_Homology 	4,735 	4,340 	33,145 	Combinatorial Problem 	2008 	
156 	gemat11 	HB 	4,929 	4,929 	33,108 	Power Network Problem Sequence 	1984 	
615 	lp_d2q06c 	LPnetlib 	2,171 	5,831 	33,081 	Linear Programming Problem 	1989 	
157 	gemat12 	HB 	4,929 	4,929 	33,044 	Subsequent Power Network Problem 	1984 	
468 	poli_large 	Grund 	15,575 	15,575 	33,033 	Economic Problem 	1997 	
1804 	fxm2-16 	Meszaros 	3,900 	7,335 	32,972 	Linear Programming Problem 	2004 	
386 	cavity07 	DRIVCAV 	1,182 	1,182 	32,702 	Subsequent Computational Fluid Dynamics Problem 	1996 	
388 	cavity09 	DRIVCAV 	1,182 	1,182 	32,702 	Subsequent Computational Fluid Dynamics Problem 	1996 	
1187 	rajat03 	Rajat 	7,602 	7,602 	32,653 	Circuit Simulation Problem 	2004 	
384 	cavity05 	DRIVCAV 	1,182 	1,182 	32,632 	Computational Fluid Dynamics Problem Sequence 	1996 	
228 	plat1919 	HB 	1,919 	1,919 	32,399 	2D/3D Problem 	1975 	
2817 	Goodwin_010 	Goodwin 	1,182 	1,182 	32,282 	Computational Fluid Dynamics 	2018 	
1719 	lpl2 	Meszaros 	3,294 	10,881 	32,232 	Linear Programming Problem 	2004 	
1795 	deter1 	Meszaros 	5,527 	15,737 	32,187 	Linear Programming Problem 	2004 	
2724 	reorientation_3 	VDOL 	2,513 	2,513 	32,166 	Optimal Control Problem 	2015 	
1540 	c-21 	Schenk_IBMNA 	3,509 	3,509 	32,145 	Optimization Problem 	2006 	
2667 	dynamicSoaringProblem_3 	VDOL 	2,871 	2,871 	32,022 	Optimal Control Problem 	2015 	
530 	G65 	Gset 	8,000 	8,000 	32,000 	Undirected Weighted Random Graph 	1996 	
2082 	n2c6-b7 	JGD_Homology 	3,990 	5,715 	31,920 	Combinatorial Problem 	2008 	
434 	ex4 	FIDAP 	1,601 	1,601 	31,849 	Computational Fluid Dynamics Problem 	1994 	
2309 	p2p-Gnutella05 	SNAP 	8,846 	8,846 	31,839 	Directed Graph 	2002 	
871 	commanche_dual 	Pothen 	7,920 	7,920 	31,680 	Structural Problem 	2003 	
2310 	p2p-Gnutella06 	SNAP 	8,717 	8,717 	31,525 	Directed Graph 	2002 	
2398 	hep-th 	Newman 	8,361 	8,361 	31,502 	Undirected Weighted Graph 	2001 	
1542 	c-23 	Schenk_IBMNA 	3,969 	3,969 	31,079 	Optimization Problem 	2006 	
718 	lpi_greenbea 	LPnetlib 	2,393 	5,596 	31,074 	Linear Programming Problem 	1988 	
630 	lp_greenbea 	LPnetlib 	2,392 	5,598 	31,070 	Linear Programming Problem 	1984 	
631 	lp_greenbeb 	LPnetlib 	2,392 	5,598 	31,070 	Linear Programming Problem 	1984 	
2679 	freeFlyingRobot_7 	VDOL 	3,918 	3,918 	31,046 	Optimal Control Problem 	2015 	
1753 	pf2177 	Meszaros 	9,728 	10,178 	30,984 	Linear Programming Problem 	2004 	
1546 	c-27 	Schenk_IBMNA 	4,563 	4,563 	30,927 	Optimization Problem 	2006 	
1911 	plbuckle 	TKK 	1,282 	1,282 	30,644 	Structural Problem 	2008 	
1547 	c-28 	Schenk_IBMNA 	4,598 	4,598 	30,590 	Optimization Problem 	2006 	
2656 	LeGresley_4908 	LeGresley 	4,908 	4,908 	30,482 	Power Network Problem 	2013 	
48 	bcsstk26 	HB 	1,922 	1,922 	30,336 	Structural Problem 	1984 	
2026 	ch7-6-b5 	JGD_Homology 	5,040 	15,120 	30,240 	Combinatorial Problem 	2008 	
2522 	data 	DIMACS10 	2,851 	2,851 	30,186 	Undirected Graph 	2000 	
935 	cell2 	Lucifora 	7,055 	7,055 	30,082 	Directed Weighted Graph 	2003 	
934 	cell1 	Lucifora 	7,055 	7,055 	30,082 	Directed Weighted Graph 	2003 	
2102 	n3c6-b5 	JGD_Homology 	5,005 	3,003 	30,030 	Combinatorial Problem 	2008 	
1948 	TF14 	JGD_Forest 	2,644 	3,160 	29,862 	Combinatorial Problem 	2008 	
1799 	deter5 	Meszaros 	5,103 	14,529 	29,715 	Linear Programming Problem 	2004 	
385 	cavity06 	DRIVCAV 	1,182 	1,182 	29,675 	Subsequent Computational Fluid Dynamics Problem 	1996 	
387 	cavity08 	DRIVCAV 	1,182 	1,182 	29,675 	Subsequent Computational Fluid Dynamics Problem 	1996 	
2080 	n2c6-b5 	JGD_Homology 	4,945 	3,003 	29,670 	Combinatorial Problem 	2008 	
332 	rdb5000 	Bai 	5,000 	5,000 	29,600 	Computational Fluid Dynamics Problem 	1994 	
454 	bayer03 	Grund 	6,747 	6,747 	29,195 	Chemical Process Simulation Problem 	1997 	
2115 	n4c5-b7 	JGD_Homology 	3,635 	4,735 	29,080 	Combinatorial Problem 	2008 	
2297 	ca-GrQc 	SNAP 	5,242 	5,242 	28,980 	Undirected Graph 	2003 	
1541 	c-22 	Schenk_IBMNA 	3,792 	3,792 	28,870 	Optimization Problem 	2006 	
2732 	spaceShuttleEntry_3 	VDOL 	1,834 	1,834 	28,757 	Optimal Control Problem 	2015 	
1328 	tomography 	MathWorks 	500 	500 	28,726 	Computer Graphics/Vision Problem 	2003 	
1811 	stormg2-8 	Meszaros 	4,409 	11,322 	28,553 	Linear Programming Problem 	2004 	
2827 	ACTIVSg2000 	TAMU_SmartGridCenter 	4,000 	4,000 	28,505 	Power Network Problem 	2018 	
917 	fd12 	Hohn 	7,500 	7,500 	28,462 	Materials Problem 	2003 	
527 	G62 	Gset 	7,000 	7,000 	28,000 	Undirected Weighted Random Graph 	1996 	
2864 	dataset20mfeatpixel_10NN 	ML_Graph 	2,000 	2,000 	27,932 	Undirected Weighted Graph 	2020 	
698 	lp_truss 	LPnetlib 	1,000 	8,806 	27,836 	Linear Programming Problem 	1990 	
2862 	dataset16mfeatkarhunen_10NN 	ML_Graph 	2,000 	2,000 	27,668 	Undirected Weighted Graph 	2020 	
1727 	model6 	Meszaros 	2,096 	5,289 	27,628 	Linear Programming Problem 	2004 	
1625 	mhd4800b 	Bai 	4,800 	4,800 	27,520 	Electromagnetics Problem 	1994 	
2409 	3elt 	AG-Monien 	4,720 	4,720 	27,444 	2D/3D Problem 	1998 	
2861 	dataset12mfeatfactors_10NN 	ML_Graph 	2,000 	2,000 	27,442 	Undirected Weighted Graph 	2020 	
2865 	dataset22mfeatzernike_10NN 	ML_Graph 	2,000 	2,000 	27,414 	Undirected Weighted Graph 	2020 	
2678 	freeFlyingRobot_6 	VDOL 	3,358 	3,358 	27,030 	Optimal Control Problem 	2015 	
416 	ex2 	FIDAP 	441 	441 	26,839 	Computational Fluid Dynamics Problem 	1994 	
327 	qc324 	Bai 	324 	324 	26,730 	Electromagnetics Problem 	1991 	
1887 	Maragal_4 	NYPA 	1,964 	1,034 	26,719 	Least Squares Problem 	2008 	
43 	bcsstk21 	HB 	3,600 	3,600 	26,600 	Structural Problem 	1984 	
2410 	3elt_dual 	AG-Monien 	9,000 	9,000 	26,556 	2D/3D Problem 	1998 	
2320 	as-735 	SNAP 	7,716 	7,716 	26,467 	Undirected Graph Sequence 	2000 	
754 	barth 	Nasa 	6,691 	6,691 	26,439 	Duplicate Structural Problem 	1995 	
2706 	lowThrust_2 	VDOL 	2,312 	2,312 	26,261 	Optimal Control Problem 	2015 	
358 	msc01050 	Boeing 	1,050 	1,050 	26,198 	Structural Problem 	1995 	
2113 	n4c5-b5 	JGD_Homology 	4,340 	2,852 	26,040 	Combinatorial Problem 	2008 	
2312 	p2p-Gnutella09 	SNAP 	8,114 	8,114 	26,013 	Directed Graph 	2002 	
1925 	bibd_13_6 	JGD_BIBD 	78 	1,716 	25,740 	Combinatorial Problem 	2008 	
2563 	cz2548 	CPM 	2,548 	2,548 	25,674 	2D/3D Problem 	2012 	
2784 	email-Eu-core 	SNAP 	1,005 	1,005 	25,571 	Directed Graph With Communities 	2007 	
2882 	plantsmargin_12NN 	ML_Graph 	1,600 	1,600 	25,482 	Undirected Weighted Graph 	2020 	
618 	lp_degen3 	LPnetlib 	1,503 	2,604 	25,432 	Linear Programming Problem 	1989 	
191 	lnsp3937 	HB 	3,937 	3,937 	25,407 	Computational Fluid Dynamics Problem 	1982 	
189 	lns_3937 	HB 	3,937 	3,937 	25,407 	Computational Fluid Dynamics Problem 	1982 	
1729 	model8 	Meszaros 	2,896 	6,464 	25,277 	Linear Programming Problem 	2004 	
466 	meg4 	Grund 	5,860 	5,860 	25,258 	Circuit Simulation Problem 	1997 	
900 	shermanACa 	Shen 	3,432 	3,432 	25,220 	2D/3D Problem 	2003 	
2106 	n3c6-b9 	JGD_Homology 	2,511 	4,935 	25,110 	Combinatorial Problem 	2008 	
2230 	TSOPF_FS_b9_c1 	TSOPF 	2,454 	2,454 	25,032 	Power Network Problem 	2009 	
120 	dwt_2680 	HB 	2,680 	2,680 	25,026 	Structural Problem 	1980 	
520 	G56 	Gset 	5,000 	5,000 	24,996 	Undirected Weighted Random Graph 	1996 	
519 	G55 	Gset 	5,000 	5,000 	24,996 	Duplicate Undirected Random Graph 	1996 	
2785 	email-Eu-core-temporal 	SNAP 	1,005 	1,005 	24,929 	Directed Temporal Multigraph 	2017 	
1800 	deter6 	Meszaros 	4,255 	12,113 	24,771 	Linear Programming Problem 	2004 	
2677 	freeFlyingRobot_5 	VDOL 	2,878 	2,878 	24,582 	Optimal Control Problem 	2015 	
2411 	airfoil1 	AG-Monien 	4,253 	4,253 	24,578 	2D/3D Problem 	1998 	
2467 	delaunay_n12 	DIMACS10 	4,096 	4,096 	24,528 	Undirected Graph 	2011 	
213 	mcfe 	HB 	765 	765 	24,382 	2D/3D Problem 	1985 	
422 	ex25 	FIDAP 	848 	848 	24,369 	Computational Fluid Dynamics Problem 	1994 	
2747 	spaceStation_14 	VDOL 	1,640 	1,640 	24,324 	Optimal Control Problem 	2015 	
344 	bcsstm34 	Boeing 	588 	588 	24,270 	Structural Problem 	1995 	
2790 	soc-sign-bitcoin-alpha 	SNAP 	3,783 	3,783 	24,186 	Directed Weighted Temporal Graph 	2016 	
1695 	ch 	Meszaros 	3,700 	8,291 	24,102 	Linear Programming Problem 	2004 	
2731 	spaceShuttleEntry_2 	VDOL 	1,428 	1,428 	24,073 	Optimal Control Problem 	2015 	
1724 	model3 	Meszaros 	1,609 	4,578 	23,974 	Linear Programming Problem 	2004 	
201 	lshp3466 	HB 	3,466 	3,466 	23,896 	Thermal Problem 	1978 	
2126 	n4c6-b3 	JGD_Homology 	5,970 	1,330 	23,880 	Combinatorial Problem 	2008 	
2050 	cis-n4c6-b3 	JGD_Homology 	5,970 	1,330 	23,880 	Combinatorial Problem 	2008 	
1500 	geom 	Pajek 	7,343 	7,343 	23,796 	Undirected Weighted Graph 	2002 	
1763 	rosen1 	Meszaros 	520 	1,544 	23,794 	Linear Programming Problem 	2004 	
426 	ex29 	FIDAP 	2,870 	2,870 	23,754 	Computational Fluid Dynamics Problem 	1994 	
2746 	spaceStation_13 	VDOL 	1,617 	1,617 	23,649 	Optimal Control Problem 	2015 	
2412 	airfoil1_dual 	AG-Monien 	8,034 	8,034 	23,626 	2D/3D Problem 	1998 	
499 	G37 	Gset 	2,000 	2,000 	23,570 	Duplicate Undirected Random Graph 	1996 	
504 	G41 	Gset 	2,000 	2,000 	23,570 	Undirected Weighted Random Graph 	1996 	
500 	G38 	Gset 	2,000 	2,000 	23,558 	Duplicate Undirected Random Graph 	1996 	
505 	G42 	Gset 	2,000 	2,000 	23,558 	Undirected Weighted Random Graph 	1996 	
497 	G35 	Gset 	2,000 	2,000 	23,556 	Duplicate Undirected Random Graph 	1996 	
501 	G39 	Gset 	2,000 	2,000 	23,556 	Undirected Weighted Random Graph 	1996 	
498 	G36 	Gset 	2,000 	2,000 	23,532 	Duplicate Undirected Random Graph 	1996 	
503 	G40 	Gset 	2,000 	2,000 	23,532 	Undirected Weighted Random Graph 	1996 	
755 	barth4 	Nasa 	6,019 	6,019 	23,492 	Duplicate Structural Problem 	1995 	
595 	lp_80bau3b 	LPnetlib 	2,262 	12,061 	23,264 	Linear Programming Problem 		
243 	sherman2 	HB 	1,080 	1,080 	23,094 	Computational Fluid Dynamics Problem 	1984 	
2863 	dataset18mfeatmorphological_10NN 	ML_Graph 	2,000 	2,000 	22,832 	Undirected Weighted Graph 	2020 	
1621 	mhd1280b 	Bai 	1,280 	1,280 	22,778 	Electromagnetics Problem 	1994 	
250 	sstmodel 	HB 	3,345 	3,345 	22,749 	Structural Problem 	1983 	
837 	hydr1 	Zitney 	5,308 	5,308 	22,680 	Chemical Process Simulation Problem 	1997 	
1536 	hydr1c 	Zitney 	5,308 	5,308 	22,592 	Chemical Process Simulation Problem Sequence 	1994 	
1808 	pgp2 	Meszaros 	4,034 	13,254 	22,474 	Linear Programming Problem 	2004 	
419 	ex22 	FIDAP 	839 	839 	22,460 	Computational Fluid Dynamics Problem 	1994 	
1707 	df2177 	Meszaros 	630 	10,358 	22,336 	Linear Programming Problem 	2004 	
241 	saylr4 	HB 	3,564 	3,564 	22,316 	Computational Fluid Dynamics Problem 	1984 	
1802 	deter8 	Meszaros 	3,831 	10,905 	22,299 	Linear Programming Problem 	2004 	
2884 	semeion_10NN 	ML_Graph 	1,593 	1,593 	22,226 	Undirected Weighted Graph 	2020 	
430 	ex33 	FIDAP 	1,733 	1,733 	22,189 	Computational Fluid Dynamics Problem 	1994 	
